,Unnamed: 0,category,headline,authors,link,short descr,date,labelexplain,VizEntailment,image_caption(s),image_link(s),OFAcaption,Headline,Short_descr,Image_Caption(s),OFACAPTION,headlineandshortdescr,shortdescrncaption,headlineandcaption,headlineandOFA,shortdescrandOFA,actualcaptionandOFA
66,66,WOMEN,Evangelical Women Are Condemning A Southern Baptist Leader's 'Sinful' Remarks,Carol Kuruvilla,https://www.huffingtonpost.com/entry/evangelical-women-paige-patterson-petition_us_5af08114e4b041fd2d293d87,Paige Patterson has come under scrutiny for past comments advising women to stay in abusive relationships.,2018-05-07,,E,"Paige Patterson, who heads the Southwestern Baptist Theological Seminary, is a leading figure among Southern Baptists.",https://img.huffingtonpost.com/asset/5af09e4f1e00002c008e4b31.jpeg?cache=aFSbbZ3htG&ops=scalefit_720_noupscale,an older man wearing a suit and tie in a library,0.0010626296,0.4521367,0.5441486,0.0026520519,"('neutral', ' 0.72%')","('neutral', ' 0.96%')","('neutral', ' 0.75%')","('contradiction', ' 0.79%')","('contradiction', ' 0.66%')","('contradiction', ' 0.73%')"
67,67,WOMEN,Preacher Speaks Up About The Misogyny She's Faced In Evangelical Circles,Carol Kuruvilla,https://www.huffingtonpost.com/entry/female-preacher-speaks-up-about-misogyny-shes-faced-in-evangelical-circles_us_5aeb7f33e4b0c4f193207bb2,"Beth Moore started an important conversation about sexism in the church, and dozens of women are chiming in to support her.",2018-05-05,,E,Evangelist and author Beth Moore is speaking out about the sexism and misogyny she's endured for decades as a woman in the ministry.,https://img.huffingtonpost.com/asset/5aec90e92000002e00b9081e.jpeg?cache=BT6ym1vDoX&ops=scalefit_720_noupscale,a woman standing on a stage with her arms out,0.0027558904,0.33457226,0.63620853,0.026463348,"('neutral', ' 0.72%')","('neutral', ' 0.82%')","('neutral', ' 0.73%')","('contradiction', ' 0.81%')","('contradiction', ' 0.80%')","('contradiction', ' 0.82%')"
68,68,SPORTS,Why The Kentucky Derby Horses Have Such Interesting Names,Taylor Pittman,https://www.huffingtonpost.com/entry/kentucky-derby-horses-names_us_5aec6783e4b041fd2d25ef48,"This year's competitors include Free Drop Billy, Good Magic and Instilled Regard.",2018-05-04,,E,"Here, the 2017 Kentucky Derby competitors race on. When it comes to naming these thoroughbreds, there are several guidelines.",https://img.huffingtonpost.com/asset/5aec86c02000004100b90808.jpeg?cache=SLC1Oqx1SP&ops=crop_125_177_3120_1776%2Cscalefit_720_noupscale,a group of jockeys racing horses on a race track,0.06608034,0.00013423408,0.8234273,0.11035811,"('neutral', ' 0.62%')","('neutral', ' 0.87%')","('neutral', ' 0.74%')","('contradiction', ' 0.63%')","('contradiction', ' 0.52%')","('contradiction', ' 0.47%')"
69,69,ENTERTAINMENT,Priyanka Chopra Hints Meghan Markle Cried When She Found Her Wedding Dress,Elyse Wanshel,https://www.huffingtonpost.com/entry/priyanka-chopra-meghan-markle-wedding-dress_us_5aeca64de4b0ab5c3d657231,The actress and good friend of the future duchess couldn't help but react to the question about a “say yes to the dress” moment.,2018-05-04,,E,"Prince Harry poses with Meghan Markle in the Sunken Garden of Kensington Palace, London, Britain, Nov. 27, 2017.",https://img.huffingtonpost.com/asset/5aecb8172000004100b9084d.jpeg?ops=scalefit_720_noupscale,a man in a suit and a woman,0.18432614,0.014376672,0.7891535,0.012143676,"('neutral', ' 0.86%')","('contradiction', ' 0.81%')","('contradiction', ' 0.63%')","('contradiction', ' 0.76%')","('contradiction', ' 0.84%')","('contradiction', ' 0.87%')"
70,70,SPORTS,Here's Why We Say The Expression 'Hands Down',Taylor Pittman,https://www.huffingtonpost.com/entry/why-we-say-the-expression-hands-down_us_5aec5c02e4b0ab5c3d64b9cf,A little slice of trivia to wow your friends during the Kentucky Derby.,2018-05-04,,E,"In 2017, jockey John Velazquez won the Kentucky Derby with his horse Always Dreaming. Here's how the popular expression ""hands down"" ties into all of this.",https://img.huffingtonpost.com/asset/5aec653c2000004200b907a1.jpeg?cache=AjeUtqmHap&ops=scalefit_720_noupscale,a man riding a horse during a race,9.9871E-05,0.12383449,0.86407423,0.011991414,"('contradiction', ' 0.76%')","('neutral', ' 0.88%')","('neutral', ' 0.96%')","('contradiction', ' 0.73%')","('contradiction', ' 0.78%')","('contradiction', ' 0.70%')"
71,71,CRIME,Camille Cosby Says Husband's Guilty Verdict Is 'Mob Justice' In Bizarre Statement,Alanna Vagianos,https://www.huffingtonpost.com/entry/camille-cosby-mob-justice-statement_us_5aeb0950e4b00f70f0efedd1,This is the first time she has spoken out since Bill Cosby was found guilty of sexual assault.,2018-05-03,,E,"Bill Cosby and his wife Camille Cosby arrive at the Montgomery County Courthouse on June 12, 2017, during Cosby's first sexual assault trial that ended in a mistrial.",https://img.huffingtonpost.com/asset/5aeb0a601e00002d008e4568.jpeg?cache=6MUy2W0qCC&ops=crop_4_41_1996_1290%2Cscalefit_720_noupscale,a man and a woman are shaking hands,0.26630402,0.0002967275,0.7333981,1.0942479E-06,"('neutral', ' 0.87%')","('neutral', ' 0.95%')","('neutral', ' 0.84%')","('contradiction', ' 0.70%')","('contradiction', ' 0.66%')","('contradiction', ' 0.71%')"
72,72,WOMEN,Iowa Lawmakers Just Approved The Most Restrictive Abortion Bill In The Country,Carol Kuruvilla,https://www.huffingtonpost.com/entry/iowa-lawmakers-just-approved-the-most-restrictive-abortion-bill-in-the-country_us_5aea4322e4b06748dc8f4986,"The bill would ban abortion if a heartbeat is detected, which usually occurs around six weeks. It now goes to the state's Republican governor.",2018-05-03,,E,"A view of the Iowa state Capitol in Des Moines. Iowa lawmakers just passed a ""fetal heartbeat"" abortion ban.",https://img.huffingtonpost.com/asset/5aea54fb2000004200b904ca.jpeg?ops=scalefit_720_noupscale,a man walking in front of a large building,0.4781726,0.12154907,0.38763133,0.012646982,"('neutral', ' 0.94%')","('neutral', ' 0.60%')","('neutral', ' 0.56%')","('contradiction', ' 0.70%')","('contradiction', ' 0.55%')","('contradiction', ' 0.65%')"
73,73,ENTERTAINMENT,Jenna Fischer Reveals What Pam Told Michael During His 'Office' Goodbye Episode,Carly Ledbetter,https://www.huffingtonpost.com/entry/what-does-pam-tell-michael-in-office-goodbye-episode-airport_us_5aeb54a3e4b0ab5c3d63451d,The two were off-mic when the sweet exchange happened.,2018-05-03,,E,"Jenna Fischer and Steve Carell in character during the ""Launch Party"" episode of ""The Office."" Fischer finally revealed what was said in their iconic goodbye scene.",https://img.huffingtonpost.com/asset/5aeb5b672000004100b90664.jpeg?ops=scalefit_720_noupscale,a man in a suit and tie standing next to a woman,0.8310043,3.433566E-05,0.167529,0.001432234,"('contradiction', ' 0.63%')","('contradiction', ' 0.94%')","('neutral', ' 0.86%')","('contradiction', ' 0.72%')","('contradiction', ' 0.64%')","('contradiction', ' 0.87%')"
74,74,CRIME,Veterinarian Accused Of Smuggling Heroin Inside Puppies' Bellies,"Jon Herskovitz, Reuters",https://www.huffingtonpost.com/entry/vet-puppies-heroin_us_5ae9708ee4b06748dc8dadcc,"If convicted, Andres Lopez Elorez faces up to life imprisonment.",2018-05-02,,E,"Andres Lopez Elorez, not pictured, is accused of conspiring to import and distribute heroin into the U.S. by surgically implanting these puppies with liquid heroin.",https://img.huffingtonpost.com/asset/5ae970f01a00002800cdd682.jpeg?cache=e4rK30CrCW&ops=scalefit_720_noupscale,a group of dogs are standing on the floor,0.7080557,6.3149782E-06,0.15710811,0.13482995,"('neutral', ' 0.58%')","('neutral', ' 0.66%')","('neutral', ' 0.67%')","('contradiction', ' 0.68%')","('contradiction', ' 0.68%')","('contradiction', ' 0.57%')"
75,75,CRIME,White Supremacist Found Guilty In Charlottesville Beating Of Black Man,Sara Boboltz,https://www.huffingtonpost.com/entry/white-supremacist-found-guilty-in-charlottesville-beating-of-black-man_us_5ae9bd61e4b06748dc8e516b,"A jury recommended a 10-year jail sentence and $20,000 fine for the attack on DeAndre Harris.",2018-05-02,,E,"DeAndre Harris, a former special education instructor, is shown after receiving treatment for injuries he suffered in a beating as he protested last summer's white supremacist rally in Charlottesville, Virginia.",https://img.huffingtonpost.com/asset/5ae9be541e00002c008e438f.jpeg?cache=otbjFKxArh&ops=crop_253_104_2219_1555%2Cscalefit_720_noupscale,a young man talking on a cell phone,1.37099705E-05,0.09775357,0.52328736,0.37894538,"('neutral', ' 0.79%')","('neutral', ' 0.97%')","('neutral', ' 0.94%')","('contradiction', ' 0.50%')","('contradiction', ' 0.69%')","('contradiction', ' 0.68%')"
76,76,ENTERTAINMENT,Ashley Judd Sues Film Producer Harvey Weinstein For Defamation And Sexual Harassment,"Jill Serjeant, Reuters",https://www.huffingtonpost.com/entry/ashley-judd-harvey-weinstein-lawsuit_us_5ae7f91ee4b02baed1bd7e94,The actress claims Weinstein damaged her movie career after she refused his sexual advances.,2018-05-01,,N,Actress Ashley Judd's lawsuit claims that film producer Harvey Weinstein used his power in the entertainment industry to damage her reputation and limit her ability to find work.,https://img.huffingtonpost.com/asset/5ae7fa002000004100b9018d.jpeg?cache=M2AkjcNp7d&ops=scalefit_720_noupscale,a woman in a green dress with her hands out,0.59445053,0.0018063805,0.40372723,1.5848647E-05,"('neutral', ' 0.84%')","('neutral', ' 0.82%')","('neutral', ' 0.85%')","('contradiction', ' 0.76%')","('contradiction', ' 0.75%')","('contradiction', ' 0.75%')"
77,77,CRIME,Janice Dickinson Says She Won't Feel 'Vindicated' Until Cosby Is Jailed,Alanna Vagianos,https://www.huffingtonpost.com/entry/janice-dickinson-says-she-wont-feel-vindicated-until-cosby-is-in-jail_us_5ae8641be4b02baed1be0f1f,"Cosby was found guilty of sexual assault last week, but sentencing has not been set.",2018-05-01,,E,"Janice Dickinson, who has accused Bill Cosby of raping her 36 years ago, testified against him in a case in which he was convicted of sexually assaulting another woman.",https://img.huffingtonpost.com/asset/5ae8654b1a00004400cdd52c.jpeg?cache=PzO0Z1lZV6&ops=scalefit_720_noupscale,two pictures of a man and a woman,0.073852174,0.0016201301,0.92452455,3.0903889E-06,"('neutral', ' 0.73%')","('neutral', ' 0.82%')","('neutral', ' 0.68%')","('contradiction', ' 0.85%')","('contradiction', ' 0.63%')","('contradiction', ' 0.68%')"
78,78,WOMEN,"In New Accusations, Netflix Producer Says Harvey Weinstein Raped, Threatened Her",Sara Boboltz,https://www.huffingtonpost.com/entry/harvey-weinstein-alexandra-canosa_us_5ae8be5de4b04aa23f27a502,"Alexandra Canosa, who worked on ""Marco Polo,"" says Weinstein abused her and told her not to talk.",2018-05-01,,E,"Harvey Weinstein, seen here in April 2017, has been accused by more than 80 women of a range of sexual misconduct.",https://img.huffingtonpost.com/asset/5ae8c7242000002d00b902c7.jpeg?cache=7WtHbe6SKu&ops=crop_120_60_2178_1474%2Cscalefit_720_noupscale,actor attends the premiere during festival,0.052859984,0.00090605376,0.94589347,0.00034051106,"('neutral', ' 0.64%')","('neutral', ' 0.65%')","('entailment', ' 0.46%')","('contradiction', ' 0.79%')","('contradiction', ' 0.85%')","('contradiction', ' 0.70%')"
79,79,CRIME,Wealthy Texas Couple Accused Of Enslaving Young Woman For 16 Years,David Lohr,https://www.huffingtonpost.com/entry/wealthy-texas-couple-accused-of-enslaving-young-woman-for-16-years_us_5ae7868fe4b055fd7fced624,"One of the suspects is the son of Guinea's first president, CNN reports.",2018-04-30,,E,Mohamed Toure and Denise Cros-Toure are accused of holding a Guinean girl against her will for more than a decade.,https://img.huffingtonpost.com/asset/5ae78a3c1e00002d008e40d6.jpeg?cache=j1esVgItSN&ops=scalefit_720_noupscale,two photos of a man with a beard and a mustache next to each other,0.33953652,0.00051732885,0.6599416,4.528349E-06,"('neutral', ' 0.70%')","('contradiction', ' 0.52%')","('contradiction', ' 0.58%')","('contradiction', ' 0.81%')","('contradiction', ' 0.71%')","('contradiction', ' 0.77%')"
80,80,WOMEN,Jessica Chastain Sums Up The Problem With The Phrase 'Be A Man' In 1 Tweet,Alanna Vagianos,https://www.huffingtonpost.com/entry/jessica-chastain-be-a-man-tweet_us_5ae71325e4b02baed1bc69e4,"""The old fashioned stereotype doesn't work,"" the actress tweeted.",2018-04-30,,E,"Jessica Chastain at the 29th Annual Palm Springs International Film Festival Awards Gala in Palm Springs, California, on Jan. 2, 2018.",https://img.huffingtonpost.com/asset/5ae7158a1a00002800cdd3b6.jpeg?cache=9IvNZdmD81&ops=scalefit_720_noupscale,a woman with red hair and a blue background,0.9912606,0.0005635466,0.008104139,7.1670554E-05,"('contradiction', ' 0.57%')","('contradiction', ' 0.50%')","('contradiction', ' 0.55%')","('contradiction', ' 0.69%')","('contradiction', ' 0.89%')","('contradiction', ' 0.86%')"
81,81,CRIME,How To Convict A Rapist,Angelina Chapin,https://www.huffingtonpost.com/entry/how-to-convict-a-rapist_us_5ae23bd3e4b02baed1b861f5,Bill Cosby's guilty verdict is a rare victory for survivors. But it will take a lot more to combat sexual assault myths that run rampant in courtrooms.,2018-04-29,,E,"Bill Cosby after his conviction on three counts of aggravated indecent assault in Norristown, Pennsylvania, on Thursday. An earlier trial had ended with a hung jury.",https://img.huffingtonpost.com/asset/5ae314551e000044008e3d33.jpeg?cache=SJvjSwWlZm&ops=scalefit_720_noupscale,two men in suits standing next to each other,4.6715406E-05,0.15745002,0.6544221,0.18808106,"('neutral', ' 0.96%')","('neutral', ' 0.87%')","('neutral', ' 0.79%')","('contradiction', ' 0.65%')","('contradiction', ' 0.62%')","('contradiction', ' 0.72%')"
82,82,CRIME,The Cosby Verdict Won’t Fix A Broken Legal System,Angelina Chapin,https://www.huffingtonpost.com/entry/bill-cosby-verdict-legal-system_us_5ae3577ae4b02baed1ba198c,"He was found guilty, but the system is still stacked against victims.",2018-04-27,,N,Andrea Constand at the courthouse in June 2017. Cosby's legal team portrayed her as being out for his money.,https://img.huffingtonpost.com/asset/5ae3ba092000004200b8feaa.jpeg?ops=scalefit_720_noupscale,a woman wearing a white suit and a blue shirt,2.9933312E-06,1.6356527E-05,0.9998666,0.00011404925,"('neutral', ' 0.71%')","('neutral', ' 0.71%')","('contradiction', ' 0.53%')","('contradiction', ' 0.58%')","('contradiction', ' 0.56%')","('contradiction', ' 0.69%')"
83,83,CRIME,Patton Oswalt Celebrates Michelle McNamara's Legacy After Arrest In 'Golden State Killer' Case,Sara Boboltz,https://www.huffingtonpost.com/entry/patton-oswalt-michelle-mcnamara-golden-state-killer-arrested_us_5ae0ec52e4b055fd7fc79205,"“I think you got him, Michelle.""",2018-04-26,,E,"Comedian Patton Oswalt with his wife, Michelle McNamara, in 2011. McNamara, a crime writer, died before her book about the Golden State Killer was published.",https://img.huffingtonpost.com/asset/5ae0eec12000002e00b8faa0.jpeg?cache=Q0rTzKqBZ1&ops=crop_0_154_1805_1277%2Cscalefit_720_noupscale,a man and a woman posing in front of a red wall,0.0058785356,4.4197412E-10,0.9940633,5.819015E-05,"('neutral', ' 0.64%')","('neutral', ' 0.89%')","('neutral', ' 0.95%')","('contradiction', ' 0.75%')","('contradiction', ' 0.65%')","('contradiction', ' 0.72%')"
84,84,CRIME,Bill Cosby Found Guilty In Sexual Assault Retrial,Alanna Vagianos,https://www.huffingtonpost.com/entry/bill-cosby-found-guilty-on-all-counts-in-sexual-assault-retrial_us_5adf7c79e4b061c0bfa274b3,The 80-year-old comedian was accused of drugging and sexually assaulting Andrea Constand in 2004.,2018-04-26,,E,"Cosby outside of the Montgomery County Courthouse during the fifth day of his retrial on April 13, 2018.",https://img.huffingtonpost.com/asset/5adf7d602000002e00b8f88f.jpeg?cache=kIzbJweSa5&ops=crop_0_48_2000_1190%2Cscalefit_720_noupscale,an old man in a suit and tie is making a face,0.25062612,5.9316967E-06,0.7493482,1.9752477E-05,"('neutral', ' 0.81%')","('neutral', ' 0.50%')","('neutral', ' 0.83%')","('contradiction', ' 0.68%')","('contradiction', ' 0.60%')","('contradiction', ' 0.59%')"
85,85,CRIME,2 Arizona Women Are Accused Of Performing Dangerous Dental Surgeries,David Lohr,https://www.huffingtonpost.com/entry/two-arizona-women-accused-of-performing-dangerous-dental-surgeries_us_5ae1fc9ce4b04aa23f20cc85,One alleged victim claims she got a serious infection after they extracted several teeth.,2018-04-26,,E,"Melissa M. Pavey, 45, (left) and Jolene E. Houchens, 38, face felony charges for allegedly impersonating dentists and performing unlicensed dental work.",https://img.huffingtonpost.com/asset/5ae1ff772000002d00b8fc19.jpeg?cache=asDUaE1BqJ&ops=scalefit_720_noupscale,two photographs of a woman with long hair and a smiling face,0.23986796,0.0015993178,0.75853074,2.0222833E-06,"('neutral', ' 0.64%')","('neutral', ' 0.69%')","('contradiction', ' 0.71%')","('contradiction', ' 0.75%')","('contradiction', ' 0.62%')","('contradiction', ' 0.63%')"
86,86,WOMEN,Bill Cosby's Accusers: 'May This Verdict Open The Floodgates',Carla Herreria,https://www.huffingtonpost.com/entry/cosby-victims-react-to-verdict_us_5ae22d3ce4b02baed1b84b41,Here's how the women who came forward reacted after Cosby was found guilty.,2018-04-26,,E,Bill Cosby's accusers embrace after the 80-year-old comedian was found guilty of three felony counts of aggravated indecent assault.,https://img.huffingtonpost.com/asset/5ae23f962000004200b8fc69.jpeg?cache=ytymNMZTvY&ops=scalefit_720_noupscale,a group of women hugging each other with their babies,0.008474099,0.01246067,0.97813976,0.00092549296,"('neutral', ' 0.70%')","('neutral', ' 0.73%')","('neutral', ' 0.65%')","('contradiction', ' 0.81%')","('contradiction', ' 0.69%')","('contradiction', ' 0.65%')"
87,87,WOMEN,Statue Of Suffragist Millicent Fawcett Unveiled In London's Parliament Square,Alanna Vagianos,https://www.huffingtonpost.com/entry/statue-of-suffragist-millicent-fawcett-unveiled-in-londons-parliament-square_us_5ae1d5cee4b055fd7fc8fedc,She's the only statue of a woman in London's historic Parliament Square.,2018-04-26,,N,"A statue of suffragette Millicent Fawcett was unveiled in Parliament Square in London, England, on April 24, 2018.",https://img.huffingtonpost.com/asset/5ae1d7c61a00002800cdcf00.jpeg?cache=wuGSndL17Q&ops=crop_202_74_5239_2864%2Cscalefit_720_noupscale,a statue of a woman holding a sign that says courage calls to courage everywhere,0.04920541,0.00023039931,0.060798366,0.8897658,"('contradiction', ' 0.87%')","('neutral', ' 0.52%')","('neutral', ' 0.63%')","('contradiction', ' 0.83%')","('contradiction', ' 0.82%')","('contradiction', ' 0.85%')"
88,88,WOMEN,Cosby Accuser Lili Bernard Leaves Courtroom In Tears After He's Found Guilty,Sebastian Murdock,https://www.huffingtonpost.com/entry/lili-bernard-sobs-bill-cosby-guilty-verdict_us_5ae21917e4b02baed1b8246e,"""It is a victory for all sexual assault survivors, female and male,"" Bernard said of the verdict in Bill Cosby's trial.",2018-04-26,,N,"Lili Bernard, who accused Bill Cosby of sexual assault, waits for the verdict outside Montgomery Counting Courthouse in Norristown, Pennsylvania, on Thursday. (Photo by Bastiaan Slabbers/NurPhoto via Getty Images)",https://img.huffingtonpost.com/asset/5ae21cac1a00004300cdcf87.jpeg?ops=scalefit_720_noupscale,a woman with her hands clasped together looking up at the sky,0.19280559,0.16736963,0.29211643,0.3477083,"('neutral', ' 0.92%')","('neutral', ' 0.80%')","('neutral', ' 0.84%')","('contradiction', ' 0.78%')","('contradiction', ' 0.66%')","('contradiction', ' 0.56%')"
89,89,CRIME,Nassar Judge Speaks Out For The First Time Since Highly Publicized Sentencing,Alanna Vagianos,https://www.huffingtonpost.com/entry/nassar-judge-speaks-out-for-the-first-time-since-highly-publicized-sentencing_us_5ae0d2bde4b04aa23f1eb4fd,"""I support the girls,"" Judge Rosemarie Aquilina said.",2018-04-25,,E,"Circuit Court Judge Rosemarie Aquilina addresses Larry Nassar on Jan. 18, 2018, during his sentencing hearing in Lansing, Michigan.",https://img.huffingtonpost.com/asset/5ae0d3121a00004400cdcda7.jpeg?cache=hrXaOTbFby&ops=crop_8_92_4393_2515%2Cscalefit_720_noupscale,a woman sitting at a desk talking to a man,0.019912649,0.0050826306,0.9749614,4.340291E-05,"('neutral', ' 0.90%')","('neutral', ' 0.65%')","('neutral', ' 0.79%')","('contradiction', ' 0.45%')","('contradiction', ' 0.65%')","('contradiction', ' 0.75%')"
90,90,CRIME,Authorities Confirm Arrest Of Ex-Cop In 'Golden State Serial Killer' Case,David Lohr and Antonia Blumberg,https://www.huffingtonpost.com/entry/authorities-confirm-arrest-of-ex-cop-in-golden-state-serial-killer-case_us_5ae0d118e4b04aa23f1eb356,"""For over 40 years, helpless victims have waited for justice,"" a district attorney said.",2018-04-25,,E,"A 2016 FBI sketch of the East Area Rapist/Golden State Killer described as a white male, currently thought to be between the ages of 60 and 75 years old.",https://img.huffingtonpost.com/asset/5ae0d79e2000002d00b8fa7e.jpeg?cache=ypxcdz4zxw&ops=scalefit_720_noupscale,a sketch of a young man with a hair,0.00036641632,2.8746292E-05,0.9980477,0.0015571081,"('neutral', ' 0.74%')","('neutral', ' 0.92%')","('neutral', ' 0.85%')","('contradiction', ' 0.72%')","('contradiction', ' 0.62%')","('contradiction', ' 0.65%')"
91,91,CRIME,Hero In Waffle House Shooting Is Raising Funds For Victims,David Lohr,https://www.huffingtonpost.com/entry/waffle-house-hero-is-raising-funds-for-victims-of-the-mass-shooting_us_5adf592ce4b07560f3960e93,"Tennessee lawmakers presented James Shaw Jr. with a resolution that calls him ""a hero twice over.""",2018-04-24,,E,"In this handout provided by the Metro Nashville Police Department, Travis Reinking, 29, is placed in the back of a police car after being arrested on April 23 in Nashville, Tennessee.",https://img.huffingtonpost.com/asset/5adf5ec31a00002800cdcb96.jpeg?ops=scalefit_720_noupscale,a man sitting in the back of a car,0.00012798962,9.994061E-08,0.99903226,0.0008396139,"('neutral', ' 0.73%')","('neutral', ' 0.70%')","('neutral', ' 0.59%')","('contradiction', ' 0.61%')","('contradiction', ' 0.70%')","('contradiction', ' 0.52%')"
92,92,SPORTS,Lance Armstrong Settles $100 Million Federal Fraud Case For $5 Million,"Bernie Woodall, Reuters",https://www.huffingtonpost.com/entry/lance-armstrong-fraud-case-settlement_us_5ad97c79e4b029ebe02297f0,"The former cycling champion was accused of defrauding his sponsor, the U.S. Postal Service, by using performance-enhancing drugs.",2018-04-20,,N,"In his statement, Lance Armstrong’s attorney Elliot Peters said, “Lance is delighted to put this behind him.”",https://img.huffingtonpost.com/asset/5ad97d1b2000002d00eb52ff.jpeg?cache=9fy7x8RdhO&ops=scalefit_720_noupscale,a man wearing a helmet and holding his hand up to a crowd,0.8363811,0.0230137,0.14058664,1.853561E-05,"('neutral', ' 0.73%')","('neutral', ' 0.67%')","('neutral', ' 0.75%')","('contradiction', ' 0.78%')","('contradiction', ' 0.74%')","('contradiction', ' 0.64%')"
93,93,SPORTS,McKayla Maroney Says Larry Nassar Abused Her Hundreds Of Times,Alanna Vagianos,https://www.huffingtonpost.com/entry/mckayla-maroney-says-larry-nassar-abused-her-hundreds-of-times_us_5ad8935de4b0e4d0715dde94,The Olympic gymnast said the now-imprisoned former USA Gymnastics team doctor groomed her with food.,2018-04-19,,E,"McKayla Maroney attends the New York Society for the Prevention of Cruelty to Children's 2018 Luncheon on April 17, in New York city.",https://img.huffingtonpost.com/asset/5ad8954a1e0000741b7b1f38.jpeg?cache=3Po0J0ZXx9&ops=crop_14_130_3586_2005%2Cscalefit_720_noupscale,a woman with long brown hair and a white sweater,0.8241524,6.489397E-05,0.17577969,2.9952544E-06,"('contradiction', ' 0.61%')","('neutral', ' 0.79%')","('neutral', ' 0.93%')","('contradiction', ' 0.69%')","('contradiction', ' 0.82%')","('contradiction', ' 0.68%')"
94,94,CRIME,Don't Count On 'Me Too' To Sway The Bill Cosby Jury,Angelina Chapin,https://www.huffingtonpost.com/entry/bill-cosby-me-too_us_5ad74918e4b03c426daa2fca,The Me Too movement has launched a national discussion on sexual violence. But experts are skeptical about its power inside a courtroom.,2018-04-18,Confused because the image does contain the actor but one cannot really tell just from the image itself that he indeed came for the sexual assault retrial at the montogomery county courthouse,E,"Bill Cosby arrives for the first day of his sexual assault retrial at the Montgomery County Courthouse in Norristown, Pennsylvania, April 9, 2018.",https://img.huffingtonpost.com/asset/5ad74b011e0000fb077b1d93.jpeg?ops=scalefit_720_noupscale,an old man wearing a suit and tie and a police officer,0.6966025,2.3343142E-05,0.30308694,0.00028723414,"('neutral', ' 0.82%')","('neutral', ' 0.83%')","('neutral', ' 0.89%')","('contradiction', ' 0.66%')","('contradiction', ' 0.61%')","('contradiction', ' 0.65%')"
95,95,WOMEN,Terry Crews: 'Masculinity Can Be A Cult',Alanna Vagianos,https://www.huffingtonpost.com/entry/terry-crews-masculinity-can-be-a-cult_us_5ad4cb42e4b0edca2cbc7b8e,"The actor and activist said men often don't see women as ""all the way human.""",2018-04-16,,E,"From left to right, Joanna Coles, Lauren Duca, Terry Crews and moderator Zainab Salbi are seen at the Women in the World Summit on April 14 in New York.",https://img.huffingtonpost.com/asset/5ad4cc1f1e000008087b1a36.jpeg?ops=crop_0_456_6000_3538%2Cscalefit_720_noupscale,a group of people sitting on a bench on a stage,0.0638071,0.004275983,0.9234187,0.008498166,"('contradiction', ' 0.73%')","('neutral', ' 0.57%')","('neutral', ' 0.62%')","('contradiction', ' 0.82%')","('contradiction', ' 0.83%')","('contradiction', ' 0.84%')"
96,96,SPORTS,The Yankees And Red Sox Brawl Because That's How It Must Be,Ron Dicker,https://www.huffingtonpost.com/entry/yankees-red-sox-brawl-tyler-austin_us_5acf331ce4b08337adc9cf8b,Punches flew in the first series of the year between the rivals.,2018-04-12,,E,Joe Kelly #56 of the Boston Red Sox clenches his fist and grabs the jersey of Tyler Austin #26 of the New York Yankees.,https://img.huffingtonpost.com/asset/5acf509b1f0000270616cf91.jpeg?ops=scalefit_720_noupscale,a group of baseball players sliding into each other,0.88235116,0.00043440866,0.11082451,0.0063898135,"('neutral', ' 0.65%')","('contradiction', ' 0.75%')","('contradiction', ' 0.52%')","('contradiction', ' 0.73%')","('contradiction', ' 0.60%')","('contradiction', ' 0.75%')"
97,97,WOMEN,Aly Raisman Reminds Sexual Abuse Survivors 'It’s OK To Not Be OK',Alanna Vagianos,https://www.huffingtonpost.com/entry/aly-raisman-message-for-abuse-survivors_us_5acf8830e4b0edca2cb77491,The Olympic gymnast and sexual assault survivor gave a talk at Louisiana State University on Wednesday.,2018-04-12,,N,"“Just because you are winning does not make abuse OK,"" Olympic gymnast Aly Raisman told an audience at Louisiana State University on Wednesday.",https://img.huffingtonpost.com/asset/5acf8c991f0000270616cff1.jpeg?cache=GmBTr56bW3&ops=crop_0_120_5246_2908%2Cscalefit_720_noupscale,a woman in a black dress smiles at the camera,0.391285,0.0013677398,0.5856142,0.021733051,"('contradiction', ' 0.60%')","('neutral', ' 0.68%')","('contradiction', ' 0.57%')","('contradiction', ' 0.78%')","('contradiction', ' 0.85%')","('contradiction', ' 0.78%')"
98,98,WOMEN,Topless Protester Says Bill Cosby 'Disempowered Women's Bodies For Decades',Alanna Vagianos,https://www.huffingtonpost.com/entry/topless-protester-says-cosby-disempowered-womens-bodies-for-decades_us_5accfa7ee4b0e37659b149a0,"Nicolle Rochelle, who appeared on ""The Cosby Show"" in the 1990s, said she wanted to make Cosby ""uncomfortable.""",2018-04-10,,E,"Police hold back protester Nicolle Rochelle in front of the Montgomery County Courthouse in Norristown, Pennsylvania, on April 9, 2018.",https://img.huffingtonpost.com/asset/5accfda21e000008087b119e.jpeg?cache=TPkLYmIED7&ops=crop_0_148_5626_2247%2Cscalefit_720_noupscale,a protester is arrested by police at a protest,0.9776764,3.6562928E-05,0.021306183,0.0009808538,"('neutral', ' 0.71%')","('contradiction', ' 0.50%')","('contradiction', ' 0.54%')","('contradiction', ' 0.62%')","('contradiction', ' 0.46%')","('contradiction', ' 0.60%')"
